"location","dimension","time","value"
"Estonia","Oranges","day 014",47.3499504021523
"Estonia","Oranges","day 015",47.9254705808092
"Estonia","Oranges","day 016",48.5281982268233
"Estonia","Oranges","day 017",49.1177843388442
"Estonia","Oranges","day 018",49.6158189061205
"Estonia","Oranges","day 019",49.9353314512809
"Estonia","Oranges","day 020",49.9931706398752
"Estonia","Oranges","day 021",49.7457945798263
"Estonia","Oranges","day 022",49.3042800056275
"Estonia","Oranges","day 023",48.799476168592
"Estonia","Oranges","day 024",48.2956617304825
"Estonia","Oranges","day 025",47.8740650922018
"Estonia","Oranges","day 026",47.6127155050121
"Estonia","Oranges","day 027",47.5410137426476
"Estonia","Oranges","day 028",47.6663317214006
"Estonia","Oranges","day 029",47.9565544053212
"Estonia","Oranges","day 030",48.3707276668259
"Estonia","Oranges","day 031",48.8720279640391
"Estonia","Oranges","day 032",49.4153180223431
"Estonia","Oranges","day 033",49.9180750504409
"Estonia","Oranges","day 034",50.307474338222
"Estonia","Oranges","day 035",50.5868690169989
"Estonia","Oranges","day 036",50.7499298419206
"Estonia","Oranges","day 037",50.6754202220597
"Estonia","Oranges","day 038",50.229239004271
"Estonia","Oranges","day 039",49.3407341326152
"Estonia","Oranges","day 040",48.002127649877
"Estonia","Oranges","day 041",46.3936888965313
"Estonia","Oranges","day 042",44.7279525192232
"Estonia","Oranges","day 043",43.1584670915886
"Estonia","Oranges","day 044",41.7956264346348
"Estonia","Oranges","day 045",40.6323853651627
"Estonia","Oranges","day 046",39.6180661987858
"Estonia","Oranges","day 047",38.6957541815438
"Estonia","Oranges","day 048",37.7988105479922
"Estonia","Oranges","day 049",36.8605647090154
"Estonia","Oranges","day 050",35.8239427922984
"Estonia","Oranges","day 051",34.6451039035374
"Estonia","Oranges","day 052",33.3235423436703
"Estonia","Oranges","day 053",31.9011656351936
"Estonia","Oranges","day 054",30.5461989915937
"Estonia","Oranges","day 055",29.4398748876476
"Estonia","Oranges","day 056",28.6891371523038
"Estonia","Oranges","day 057",28.3687503511998
"Estonia","Oranges","day 058",28.4990506425575
"Estonia","Oranges","day 059",29.0757068707339
"Estonia","Oranges","day 060",30.0501470320406
"Estonia","Oranges","day 061",31.3668498207936
"Estonia","Oranges","day 062",32.9867375713729
"Estonia","Oranges","day 063",34.8747390722875
"Estonia","Oranges","day 064",36.9953652885003
"Estonia","Oranges","day 065",39.3026244628551
"Estonia","Oranges","day 066",41.6600258199489
"Estonia","Oranges","day 067",43.7250565048822
"Estonia","Oranges","day 068",45.1240863477505
"Estonia","Oranges","day 069",45.5546397318956
"Estonia","Oranges","day 070",44.9198825379514
"Estonia","Oranges","day 071",43.8743920824755
"Estonia","Oranges","day 072",43.1074893242421
"Estonia","Oranges","day 073",42.6960583549698
"Estonia","Oranges","day 074",42.5655407307843
"Estonia","Oranges","day 075",42.6480447324958
"Estonia","Oranges","day 076",42.870355884985
"Estonia","Oranges","day 077",43.1313019647297
"Estonia","Oranges","day 078",43.3314517943736
"Estonia","Oranges","day 079",43.4062961296274
"Estonia","Oranges","day 080",43.3288027438201
"Estonia","Oranges","day 081",43.1869255476871
"Estonia","Oranges","day 082",43.0895593572199
"Estonia","Oranges","day 083",43.1143764720292
"Estonia","Oranges","day 084",43.315784125394
"Estonia","Oranges","day 085",43.6863518016485
"Estonia","Oranges","day 086",44.2125293545359
"Estonia","Oranges","day 087",44.9004330916217
"Estonia","Oranges","day 088",45.6947480360793
"Estonia","Oranges","day 089",46.5119062062601
"Estonia","Oranges","day 090",47.226098692264
"Estonia","Oranges","day 091",47.733542750604
"Estonia","Oranges","day 092",48.0608012316949
"Estonia","Oranges","day 093",48.265437763757
"Estonia","Oranges","day 094",48.3986734923308
"Estonia","Oranges","day 095",48.4934651613888
"Estonia","Oranges","day 096",48.5160543913126
"Estonia","Oranges","day 097",48.4489471826849
"Estonia","Oranges","day 098",48.4064221804832
"Estonia","Oranges","day 099",48.5306700095329
"Estonia","Oranges","day 100",48.9437565696577
"Estonia","Oranges","day 101",49.7410805918985
"Estonia","Oranges","day 102",50.9314968571691
"Estonia","Oranges","day 103",52.5107538069137
"Estonia","Oranges","day 104",54.5087184748253
"Estonia","Oranges","day 105",56.9517154037401
"Estonia","Oranges","day 106",59.8177805808199
"Estonia","Oranges","day 107",63.118383232391
"Estonia","Oranges","day 108",66.9546201533419
"Estonia","Oranges","day 109",71.1035177415566
"Estonia","Oranges","day 110",75.0910720973019
"Estonia","Oranges","day 111",77.8087339054637
"Estonia","Oranges","day 112",78.3687503511998
"Estonia","Oranges","day 113",77.4011000361374
"Estonia","Oranges","day 114",75.8168380813964
"Estonia","Oranges","day 115",74.1335942695977
"Estonia","Oranges","day 116",72.6605333797176
"Estonia","Oranges","day 117",71.2663855146514
"Estonia","Oranges","day 118",69.7549834437261
"Estonia","Oranges","day 119",68.1110052780745
"Estonia","Oranges","day 120",66.3545334589934
"Estonia","Oranges","day 121",64.4664224066293
"Estonia","Oranges","day 122",62.4212945863578
"Estonia","Oranges","day 123",60.2080726656225
"Estonia","Oranges","day 124",57.8818754368934
"Estonia","Oranges","day 125",55.7483059906787
"Estonia","Oranges","day 126",54.0959840715316
"Estonia","Oranges","day 127",52.8951117421469
"Estonia","Oranges","day 128",52.0660000091072
"Estonia","Oranges","day 129",51.6544707564359
"Estonia","Oranges","day 130",51.76268891264
"Estonia","Oranges","day 131",52.4520577306952
"Estonia","Oranges","day 132",53.5943040813196
"Estonia","Oranges","day 133",55.0242436861269
"Estonia","Oranges","day 134",56.6187240525686
"Estonia","Oranges","day 135",58.2682547143306
"Estonia","Oranges","day 136",59.8759615241977
"Estonia","Oranges","day 137",61.3518894200641
"Estonia","Oranges","day 138",62.6211433611622
"Estonia","Oranges","day 139",63.6127336242371
"Estonia","Oranges","day 140",64.2562317347467
"Estonia","Oranges","day 141",64.4960733469036
"Estonia","Oranges","day 142",64.3355893812259
"Estonia","Oranges","day 143",63.7926040451706
"Estonia","Oranges","day 144",62.8840194276418
"Estonia","Oranges","day 145",61.6258168966402
"Estonia","Oranges","day 146",60.0312170551032
"Estonia","Oranges","day 147",58.1278054105793
"Estonia","Oranges","day 148",56.0033878541241
"Estonia","Oranges","day 149",53.753840572209
"Estonia","Oranges","day 150",51.4471005494603
"Estonia","Bananas","day 001",53.4645933506207
"Estonia","Bananas","day 002",52.3262659508156
"Estonia","Bananas","day 003",52.0781363274556
"Estonia","Bananas","day 004",52.652979718412
"Estonia","Bananas","day 005",53.7367335458531
"Estonia","Bananas","day 006",54.9839767165934
"Estonia","Bananas","day 007",56.0833391225564
"Estonia","Bananas","day 008",56.8910131114538
"Estonia","Bananas","day 009",57.3468996892879
"Estonia","Bananas","day 010",57.5581720394343
"Estonia","Bananas","day 011",57.6572684017733
"Estonia","Bananas","day 012",57.7104150648322
"Estonia","Bananas","day 013",57.764850537275
"Estonia","Bananas","day 014",57.8580741596672
"Estonia","Bananas","day 015",58.0171855723014
"Estonia","Bananas","day 016",58.2374247824784
"Estonia","Bananas","day 017",58.5081840079901
"Estonia","Bananas","day 018",58.8273239415846
"Estonia","Bananas","day 019",59.1965247945894
"Estonia","Bananas","day 020",59.624276377694
"Estonia","Bananas","day 021",60.1057221372186
"Estonia","Bananas","day 022",60.5758104626442
"Estonia","Bananas","day 023",60.9774332252631
"Estonia","Bananas","day 024",61.3323236640085
"Estonia","Bananas","day 025",61.6326967980538
"Estonia","Bananas","day 026",61.8586864649627
"Estonia","Bananas","day 027",61.9946122416407
"Estonia","Bananas","day 028",62.0317004750371
"Estonia","Bananas","day 029",61.9846188529346
"Estonia","Bananas","day 030",61.8754990360334
"Estonia","Bananas","day 031",61.7328872358719
"Estonia","Bananas","day 032",61.5913395981407
"Estonia","Bananas","day 033",61.5030374543005
"Estonia","Bananas","day 034",61.5099806494065
"Estonia","Bananas","day 035",61.5958178971201
"Estonia","Bananas","day 036",61.7429809282997
"Estonia","Bananas","day 037",61.9873846739854
"Estonia","Bananas","day 038",62.3714883037403
"Estonia","Bananas","day 039",62.9104447410395
"Estonia","Bananas","day 040",63.5986500510436
"Estonia","Bananas","day 041",64.3747791117462
"Estonia","Bananas","day 042",65.1624694145851
"Estonia","Bananas","day 043",65.8809300919422
"Estonia","Bananas","day 044",66.4653086622032
"Estonia","Bananas","day 045",66.907437895024
"Estonia","Bananas","day 046",67.1702094286339
"Estonia","Bananas","day 047",67.217329336641
"Estonia","Bananas","day 048",67.0617480413625
"Estonia","Bananas","day 049",66.7420122773926
"Estonia","Bananas","day 050",66.3498096797264
"Estonia","Bananas","day 051",65.9951509971884
"Estonia","Bananas","day 052",65.8081985335202
"Estonia","Bananas","day 053",65.8730700235613
"Estonia","Bananas","day 054",66.0695533716263
"Estonia","Bananas","day 055",66.2356284543818
"Estonia","Bananas","day 056",66.2463728684267
"Estonia","Bananas","day 057",66.0310199192144
"Estonia","Bananas","day 058",65.6983280276833
"Estonia","Bananas","day 059",65.3913237773453
"Estonia","Bananas","day 060",65.2105812865217
"Estonia","Bananas","day 061",65.23119479471
"Estonia","Bananas","day 062",65.4687914913047
"Estonia","Bananas","day 063",65.9155782150389
"Estonia","Bananas","day 064",66.5295474521044
"Estonia","Bananas","day 065",67.262531865841
"Estonia","Bananas","day 066",68.0753449121829
"Estonia","Bananas","day 067",68.9288167381899
"Estonia","Bananas","day 068",69.7811347405303
"Estonia","Bananas","day 069",70.5822923884641
"Estonia","Bananas","day 070",71.289570423916
"Estonia","Bananas","day 071",71.8975926068788
"Estonia","Bananas","day 072",72.4109177863102
"Estonia","Bananas","day 073",72.83650214896
"Estonia","Bananas","day 074",73.183667794762
"Estonia","Bananas","day 075",73.4688031385926
"Estonia","Bananas","day 076",73.7106441038847
"Estonia","Bananas","day 077",73.9302503333525
"Estonia","Bananas","day 078",74.1527609519127
"Estonia","Bananas","day 079",74.4173092940108
"Estonia","Bananas","day 080",74.7587077318402
"Estonia","Bananas","day 081",75.1804905790574
"Estonia","Bananas","day 082",75.6693883467391
"Estonia","Bananas","day 083",76.1761943941811
"Estonia","Bananas","day 084",76.651675857442
"Estonia","Bananas","day 085",77.0824321314119
"Estonia","Bananas","day 086",77.4611343133545
"Estonia","Bananas","day 087",77.7765806922668
"Estonia","Bananas","day 088",78.045373759088
"Estonia","Bananas","day 089",78.2942392664468
"Estonia","Bananas","day 090",78.5597054494551
"Estonia","Bananas","day 091",78.8652048301468
"Estonia","Bananas","day 092",79.1719845957596
"Estonia","Bananas","day 093",79.423962795342
"Estonia","Bananas","day 094",79.5579262599822
"Estonia","Bananas","day 095",79.5169472185557
"Estonia","Bananas","day 096",79.2763707090476
"Estonia","Bananas","day 097",78.8230511756599
"Estonia","Bananas","day 098",78.1576078783528
"Estonia","Bananas","day 099",77.285881250632
"Estonia","Bananas","day 100",76.2208316044282
"Estonia","Bananas","day 101",74.9901090737312
"Estonia","Bananas","day 102",73.6730032023435
"Estonia","Bananas","day 103",72.3567206814218
"Estonia","Bananas","day 104",71.1084973817253
"Estonia","Bananas","day 105",69.9937914036308
"Estonia","Bananas","day 106",69.0909205863831
"Estonia","Bananas","day 107",68.4974606448873
"Estonia","Bananas","day 108",68.3242385389327
"Estonia","Bananas","day 109",68.4944420936963
"Estonia","Bananas","day 110",68.8177512937843
"Estonia","Bananas","day 111",68.8534968370756
"Estonia","Bananas","day 112",68.2625115632738
"Estonia","Bananas","day 113",67.3619861661093
"Estonia","Bananas","day 114",66.5652719489369
"Estonia","Bananas","day 115",66.0140047995853
"Estonia","Bananas","day 116",65.774133524386
"Estonia","Bananas","day 117",65.880574019209
"Estonia","Bananas","day 118",66.3483438720736
"Estonia","Bananas","day 119",67.1439003500569
"Estonia","Bananas","day 120",68.2233384915153
"Estonia","Bananas","day 121",69.5498647408615
"Estonia","Bananas","day 122",71.0916201459227
"Estonia","Bananas","day 123",72.8293727621262
"Estonia","Bananas","day 124",74.7339709712557
"Estonia","Bananas","day 125",76.7239574529201
"Estonia","Bananas","day 126",78.7099436920763
"Estonia","Bananas","day 127",80.6231220972483
"Estonia","Bananas","day 128",82.3968301032904
"Estonia","Bananas","day 129",83.941026076373
"Estonia","Bananas","day 130",85.1171551763568
"Estonia","Bananas","day 131",85.8141106755247
"Estonia","Bananas","day 132",86.076091297596
"Estonia","Bananas","day 133",85.9835940900022
"Estonia","Bananas","day 134",85.6070039435879
"Estonia","Bananas","day 135",85.0148308180009
"Estonia","Bananas","day 136",84.2781971046877
"Estonia","Bananas","day 137",83.4699259085573
"Estonia","Bananas","day 138",82.6670307565678
"Estonia","Bananas","day 139",81.9488264665158
"Estonia","Bananas","day 140",81.3996425975021
"Estonia","Bananas","day 141",81.0912858970815
"Estonia","Bananas","day 142",81.0404571253217
"Estonia","Bananas","day 143",81.2640254120698
"Estonia","Bananas","day 144",81.8346393537754
"Estonia","Bananas","day 145",82.8160577994973
"Estonia","Bananas","day 146",84.1807011421286
"Estonia","Bananas","day 147",85.8720575525937
"Estonia","Bananas","day 148",87.8092247701075
"Estonia","Bananas","day 149",89.9058459479607
"Estonia","Bananas","day 150",92.0781363274556
"Estonia","Berries","day 001",21.2103393407536
"Estonia","Berries","day 002",19.405196702834
"Estonia","Berries","day 003",18.7185584256726
"Estonia","Berries","day 004",19.104896090434
"Estonia","Berries","day 005",20.2099854164709
"Estonia","Berries","day 006",21.6081625629093
"Estonia","Berries","day 007",22.9033871418341
"Estonia","Berries","day 008",23.8895521373933
"Estonia","Berries","day 009",24.4581993265414
"Estonia","Berries","day 010",24.7015322853937
"Estonia","Berries","day 011",24.7432909860332
"Estonia","Berries","day 012",24.6326991852516
"Estonia","Berries","day 013",24.396837657664
"Estonia","Berries","day 014",24.0487314644693
"Estonia","Berries","day 015",23.597599623999
"Estonia","Berries","day 016",23.0514926965278
"Estonia","Berries","day 017",22.4283409321181
"Estonia","Berries","day 018",21.7867617980383
"Estonia","Berries","day 019",21.1995164325841
"Estonia","Berries","day 020",20.7552534409568
"Estonia","Berries","day 021",20.5200696688924
"Estonia","Berries","day 022",20.4539674573623
"Estonia","Berries","day 023",20.5059902499015
"Estonia","Berries","day 024",20.6731476234835
"Estonia","Berries","day 025",20.9108427575072
"Estonia","Berries","day 026",21.1621735677452
"Estonia","Berries","day 027",21.3781880417932
"Estonia","Berries","day 028",21.5196426153132
"Estonia","Berries","day 029",21.5781774444101
"Estonia","Berries","day 030",21.5521423985477
"Estonia","Berries","day 031",21.4358424801836
"Estonia","Berries","day 032",21.2287817030932
"Estonia","Berries","day 033",20.9553049933321
"Estonia","Berries","day 034",20.6409379328797
"Estonia","Berries","day 035",20.2910878151334
"Estonia","Berries","day 036",19.9249629862824
"Estonia","Berries","day 037",19.6370942922669
"Estonia","Berries","day 038",19.5304458624297
"Estonia","Berries","day 039",19.666392459973
"Estonia","Berries","day 040",20.0656803343178
"Estonia","Berries","day 041",20.6281310458997
"Estonia","Berries","day 042",21.2330153902385
"Estonia","Berries","day 043",21.798325792175
"Estonia","Berries","day 044",22.2702549130925
"Estonia","Berries","day 045",22.671801429699
"Estonia","Berries","day 046",23.0553906418177
"Estonia","Berries","day 047",23.4771532745456
"Estonia","Berries","day 048",23.9971349601703
"Estonia","Berries","day 049",24.6770159991508
"Estonia","Berries","day 050",25.5811004574404
"Estonia","Berries","day 051",26.7568066008698
"Estonia","Berries","day 052",28.1813857292834
"Estonia","Berries","day 053",29.78341656606
"Estonia","Berries","day 054",31.366954494701
"Estonia","Berries","day 055",32.7192967420457
"Estonia","Berries","day 056",33.6852312481634
"Estonia","Berries","day 057",34.1323352285763
"Estonia","Berries","day 058",33.9618522873896
"Estonia","Berries","day 059",33.0905017013875
"Estonia","Berries","day 060",31.4632390494893
"Estonia","Berries","day 061",29.2806648210101
"Estonia","Berries","day 062",27.7377228447158
"Estonia","Berries","day 063",27.7539125832359
"Estonia","Berries","day 064",28.1526126952055
"Estonia","Berries","day 065",27.5891508649854
"Estonia","Berries","day 066",26.1548601836442
"Estonia","Berries","day 067",24.3454069682124
"Estonia","Berries","day 068",22.6138821299405
"Estonia","Berries","day 069",21.1947209577211
"Estonia","Berries","day 070",20.2251332780973
"Estonia","Berries","day 071",19.6720826905732
"Estonia","Berries","day 072",19.4638855228037
"Estonia","Berries","day 073",19.5445152420882
"Estonia","Berries","day 074",19.859220593799
"Estonia","Berries","day 075",20.3426942959567
"Estonia","Berries","day 076",20.9294772611429
"Estonia","Berries","day 077",21.5640592075344
"Estonia","Berries","day 078",22.2004204968343
"Estonia","Berries","day 079",22.8205552592545
"Estonia","Berries","day 080",23.4116688237297
"Estonia","Berries","day 081",23.9537975455778
"Estonia","Berries","day 082",24.421580350239
"Estonia","Berries","day 083",24.7752354172619
"Estonia","Berries","day 084",24.9815834844843
"Estonia","Berries","day 085",25.0482762687914
"Estonia","Berries","day 086",24.9870226955096
"Estonia","Berries","day 087",24.796540229065
"Estonia","Berries","day 088",24.5158385350966
"Estonia","Berries","day 089",24.2024587590194
"Estonia","Berries","day 090",23.9416252278182
"Estonia","Berries","day 091",23.8041221920454
"Estonia","Berries","day 092",23.7752904149537
"Estonia","Berries","day 093",23.8201492820113
"Estonia","Berries","day 094",23.9078761548474
"Estonia","Berries","day 095",24.0187944374052
"Estonia","Berries","day 096",24.1736537267227
"Estonia","Berries","day 097",24.3817157011514
"Estonia","Berries","day 098",24.5658641712035
"Estonia","Berries","day 099",24.6306859523273
"Estonia","Berries","day 100",24.4939577475553
"Estonia","Berries","day 101",24.0909384530156
"Estonia","Berries","day 102",23.4136258496344
"Estonia","Berries","day 103",22.462604717113
"Estonia","Berries","day 104",21.2160689454538
"Estonia","Berries","day 105",19.6527627346007
"Estonia","Berries","day 106",17.776022413961
"Estonia","Berries","day 107",15.5652298092151
"Estonia","Berries","day 108",12.9405954883084
"Estonia","Berries","day 109",10.0371830296471
"Estonia","Berries","day 110",7.15340204222632
"Estonia","Berries","day 111",4.99609071084523
"Estonia","Berries","day 112",4.13233522857634
"Estonia","Berries","day 113",4.16178524578291
"Estonia","Berries","day 114",4.52686013211898
"Estonia","Berries","day 115",5.00849467711175
"Estonia","Berries","day 116",5.51177699664347
"Estonia","Berries","day 117",6.09989309214407
"Estonia","Berries","day 118",6.8533781014295
"Estonia","Berries","day 119",7.76406582231277
"Estonia","Berries","day 120",8.80419940813846
"Estonia","Berries","day 121",9.95636077438068
"Estonia","Berries","day 122",11.2112412903429
"Estonia","Berries","day 123",12.5816313785159
"Estonia","Berries","day 124",14.0703376118734
"Estonia","Berries","day 125",15.6181321121323
"Estonia","Berries","day 126",17.1306280411522
"Estonia","Berries","day 127",18.4348371726193
"Estonia","Berries","day 128",19.3669624619809
"Estonia","Berries","day 129",19.8699043830412
"Estonia","Berries","day 130",19.8807305509744
"Estonia","Berries","day 131",19.3592357030461
"Estonia","Berries","day 132",18.3907974523232
"Estonia","Berries","day 133",17.0922930708602
"Estonia","Berries","day 134",15.5810155908614
"Estonia","Berries","day 135",13.9723587375731
"Estonia","Berries","day 136",12.3737032482608
"Estonia","Berries","day 137",10.8879461842108
"Estonia","Berries","day 138",9.60806289077468
"Estonia","Berries","day 139",8.61796123350965
"Estonia","Berries","day 140",7.97520087472928
"Estonia","Berries","day 141",7.71821787623299
"Estonia","Berries","day 142",7.83530210100731
"Estonia","Berries","day 143",8.30235951502038
"Estonia","Berries","day 144",9.09590669497993
"Estonia","Berries","day 145",10.1930646388304
"Estonia","Berries","day 146",11.5727614187231
"Estonia","Berries","day 147",13.2045089847636
"Estonia","Berries","day 148",15.0183477246656
"Estonia","Berries","day 149",16.9390249839649
"Estonia","Berries","day 150",18.9095875018768
"Estonia","Grapes","day 001",31.8401956988378
"Estonia","Grapes","day 002",33.2813093809825
"Estonia","Grapes","day 003",34.0567076404851
"Estonia","Grapes","day 004",34.1827593110106
"Estonia","Grapes","day 005",33.8550178642991
"Estonia","Grapes","day 006",33.3057475893734
"Estonia","Grapes","day 007",32.7499259122538
"Estonia","Grapes","day 008",32.2966719896653
"Estonia","Grapes","day 009",31.9974501784657
"Estonia","Grapes","day 010",31.7789639053393
"Estonia","Grapes","day 011",31.5511301620103
"Estonia","Grapes","day 012",31.2814811305372
"Estonia","Grapes","day 013",30.9543221850001
"Estonia","Grapes","day 014",30.5634362772307
"Estonia","Grapes","day 015",30.1089905244261
"Estonia","Grapes","day 016",29.6072111274913
"Estonia","Grapes","day 017",29.0767758293683
"Estonia","Grapes","day 018",28.5301094574388
"Estonia","Grapes","day 019",27.9784210435795
"Estonia","Grapes","day 020",27.4343093532062
"Estonia","Grapes","day 021",26.9152978371424
"Estonia","Grapes","day 022",26.4572189543028
"Estonia","Grapes","day 023",26.1388096676762
"Estonia","Grapes","day 024",26.058936763904
"Estonia","Grapes","day 025",25.8220775434723
"Estonia","Grapes","day 026",25.1308390186956
"Estonia","Grapes","day 027",24.6130637874086
"Estonia","Grapes","day 028",24.8725325387756
"Estonia","Grapes","day 029",25.4915427417577
"Estonia","Grapes","day 030",25.9288000890564
"Estonia","Grapes","day 031",26.1701263885364
"Estonia","Grapes","day 032",26.3062217632304
"Estonia","Grapes","day 033",26.3201834816782
"Estonia","Grapes","day 034",26.185969590736
"Estonia","Grapes","day 035",25.9485841050162
"Estonia","Grapes","day 036",25.6592959251984
"Estonia","Grapes","day 037",25.3233875284747
"Estonia","Grapes","day 038",24.9352301253456
"Estonia","Grapes","day 039",24.4915362830348
"Estonia","Grapes","day 040",23.9994487294784
"Estonia","Grapes","day 041",23.5054894787405
"Estonia","Grapes","day 042",23.0607740440358
"Estonia","Grapes","day 043",22.695412649055
"Estonia","Grapes","day 044",22.4232578091887
"Estonia","Grapes","day 045",22.2194314676692
"Estonia","Grapes","day 046",22.0692290678815
"Estonia","Grapes","day 047",21.9645100598979
"Estonia","Grapes","day 048",21.9022100344667
"Estonia","Grapes","day 049",21.8785003108897
"Estonia","Grapes","day 050",21.8814189820054
"Estonia","Grapes","day 051",21.898314470709
"Estonia","Grapes","day 052",21.9219097465841
"Estonia","Grapes","day 053",21.9520904783921
"Estonia","Grapes","day 054",22.0120185849158
"Estonia","Grapes","day 055",22.1293149352609
"Estonia","Grapes","day 056",22.3261599498046
"Estonia","Grapes","day 057",22.6075230343628
"Estonia","Grapes","day 058",22.9149699852349
"Estonia","Grapes","day 059",23.1755714708843
"Estonia","Grapes","day 060",23.3218212579477
"Estonia","Grapes","day 061",23.2999571938667
"Estonia","Grapes","day 062",23.1057703511308
"Estonia","Grapes","day 063",22.7528743616942
"Estonia","Grapes","day 064",22.2766198703239
"Estonia","Grapes","day 065",21.7182889798913
"Estonia","Grapes","day 066",21.115883839099
"Estonia","Grapes","day 067",20.4868287064555
"Estonia","Grapes","day 068",19.8464171489492
"Estonia","Grapes","day 069",19.2224950625852
"Estonia","Grapes","day 070",18.6447958238884
"Estonia","Grapes","day 071",18.1380504024455
"Estonia","Grapes","day 072",17.7176907232842
"Estonia","Grapes","day 073",17.3669549401317
"Estonia","Grapes","day 074",17.0629400544673
"Estonia","Grapes","day 075",16.790372230078
"Estonia","Grapes","day 076",16.5383112341191
"Estonia","Grapes","day 077",16.3055220849133
"Estonia","Grapes","day 078",16.0900649635869
"Estonia","Grapes","day 079",15.8774754513116
"Estonia","Grapes","day 080",15.6529642294294
"Estonia","Grapes","day 081",15.4129669799183
"Estonia","Grapes","day 082",15.1631229697998
"Estonia","Grapes","day 083",14.9346608056346
"Estonia","Grapes","day 084",14.7584905740984
"Estonia","Grapes","day 085",14.638658942787
"Estonia","Grapes","day 086",14.5745645456767
"Estonia","Grapes","day 087",14.5683787381861
"Estonia","Grapes","day 088",14.6023464442463
"Estonia","Grapes","day 089",14.6514620854833
"Estonia","Grapes","day 090",14.6837123269424
"Estonia","Grapes","day 091",14.6764579834929
"Estonia","Grapes","day 092",14.6515642258796
"Estonia","Grapes","day 093",14.6433324846726
"Estonia","Grapes","day 094",14.691304873867
"Estonia","Grapes","day 095",14.8304314341601
"Estonia","Grapes","day 096",15.0720532296334
"Estonia","Grapes","day 097",15.4197208549788
"Estonia","Grapes","day 098",15.8694320039462
"Estonia","Grapes","day 099",16.4145239121761
"Estonia","Grapes","day 100",17.0452448838147
"Estonia","Grapes","day 101",17.7417643913092
"Estonia","Grapes","day 102",18.4470255118049
"Estonia","Grapes","day 103",19.098089517235
"Estonia","Grapes","day 104",19.6457168539855
"Estonia","Grapes","day 105",20.0424531442495
"Estonia","Grapes","day 106",20.2342855389968
"Estonia","Grapes","day 107",20.1481718065933
"Estonia","Grapes","day 108",19.6942936880049
"Estonia","Grapes","day 109",18.9765752865733
"Estonia","Grapes","day 110",18.1945518759657
"Estonia","Grapes","day 111",17.7190712839774
"Estonia","Grapes","day 112",17.8331779448317
"Estonia","Grapes","day 113",18.2973901643363
"Estonia","Grapes","day 114",18.7931268149233
"Estonia","Grapes","day 115",19.2079351639384
"Estonia","Grapes","day 116",19.485753294556
"Estonia","Grapes","day 117",19.5899541583512
"Estonia","Grapes","day 118",19.4973721902601
"Estonia","Grapes","day 119",19.2192528902599
"Estonia","Grapes","day 120",18.7755330308821
"Estonia","Grapes","day 121",18.186503409834
"Estonia","Grapes","day 122",17.4717042196379
"Estonia","Grapes","day 123",16.6473192069011
"Estonia","Grapes","day 124",15.7377870352096
"Estonia","Grapes","day 125",14.8039224819803
"Estonia","Grapes","day 126",13.9060479456736
"Estonia","Grapes","day 127",13.066140195093
"Estonia","Grapes","day 128",12.2988675036716
"Estonia","Grapes","day 129",11.6359980551461
"Estonia","Grapes","day 130",11.1435309938133
"Estonia","Grapes","day 131",10.8752789797029
"Estonia","Grapes","day 132",10.804355687259
"Estonia","Grapes","day 133",10.8854802051886
"Estonia","Grapes","day 134",11.0804922648343
"Estonia","Grapes","day 135",11.3525526600962
"Estonia","Grapes","day 136",11.662985792467
"Estonia","Grapes","day 137",11.9719024933221
"Estonia","Grapes","day 138",12.2363957059737
"Estonia","Grapes","day 139",12.4119136313908
"Estonia","Grapes","day 140",12.450343389233
"Estonia","Grapes","day 141",12.3125228314602
"Estonia","Grapes","day 142",11.9986538205401
"Estonia","Grapes","day 143",11.5174264637617
"Estonia","Grapes","day 144",10.8721198371899
"Estonia","Grapes","day 145",10.0657284155288
"Estonia","Grapes","day 146",9.10551929926375
"Estonia","Grapes","day 147",8.00422880879799
"Estonia","Grapes","day 148",6.79219751842656
"Estonia","Grapes","day 149",5.50515209366391
"Estonia","Grapes","day 150",4.18275931101064
"Estonia","sunlight","day 001",67.9038081396604
"Estonia","sunlight","day 002",67.8294029751899
"Estonia","sunlight","day 003",67.7550694795242
"Estonia","sunlight","day 004",67.6803144976126
"Estonia","sunlight","day 005",67.6021894936719
"Estonia","sunlight","day 006",67.5107886872007
"Estonia","sunlight","day 007",67.3962007880655
"Estonia","sunlight","day 008",67.2554497123242
"Estonia","sunlight","day 009",67.0854379756617
"Estonia","sunlight","day 010",66.87564728608
"Estonia","sunlight","day 011",66.6156993387737
"Estonia","sunlight","day 012",66.30319658539
"Estonia","sunlight","day 013",65.9351886837471
"Estonia","sunlight","day 014",65.4985333598932
"Estonia","sunlight","day 015",64.9839468309658
"Estonia","sunlight","day 016",64.4077712102287
"Estonia","sunlight","day 017",63.7961032842418
"Estonia","sunlight","day 018",63.1884326366214
"Estonia","sunlight","day 019",62.6257536361347
"Estonia","sunlight","day 020",62.1416869950957
"Estonia","sunlight","day 021",61.7624223993524
"Estonia","sunlight","day 022",61.4917990853427
"Estonia","sunlight","day 023",61.315368391614
"Estonia","sunlight","day 024",61.1760993428009
"Estonia","sunlight","day 025",61.0371359909609
"Estonia","sunlight","day 026",60.8752284521145
"Estonia","sunlight","day 027",60.6886757851729
"Estonia","sunlight","day 028",60.4806672089224
"Estonia","sunlight","day 029",60.2524036387589
"Estonia","sunlight","day 030",60.0022420960316
