"location","dimension","time","value"
"Croatia","sunlight","day 135",66.7199324349812
"Croatia","sunlight","day 136",66.5880208651936
"Croatia","sunlight","day 137",66.3724679136446
"Croatia","sunlight","day 138",66.0839762482128
"Croatia","sunlight","day 139",65.7701552807021
"Croatia","sunlight","day 140",65.496853654635
"Croatia","sunlight","day 141",65.3125715885732
"Croatia","sunlight","day 142",65.1781763695153
"Croatia","sunlight","day 143",65.0401971292915
"Croatia","sunlight","day 144",64.8754433106194
"Croatia","sunlight","day 145",64.6824591336143
"Croatia","sunlight","day 146",64.5164476170939
"Croatia","sunlight","day 147",64.4315081542438
"Croatia","sunlight","day 148",64.4206668370179
"Croatia","sunlight","day 149",64.4583154732077
"Croatia","sunlight","day 150",64.5053820351855
"Croatia","humidity","day 001",44.2159286548525
"Croatia","humidity","day 002",44.0292398397334
"Croatia","humidity","day 003",43.8186917113288
"Croatia","humidity","day 004",43.5721683626659
"Croatia","humidity","day 005",43.2872217535446
"Croatia","humidity","day 006",42.9819022443099
"Croatia","humidity","day 007",42.6739445616221
"Croatia","humidity","day 008",42.3593224968561
"Croatia","humidity","day 009",42.0290955690246
"Croatia","humidity","day 010",41.6764271429755
"Croatia","humidity","day 011",41.2979503914447
"Croatia","humidity","day 012",40.9020738728849
"Croatia","humidity","day 013",40.5018061812762
"Croatia","humidity","day 014",40.1167806669912
"Croatia","humidity","day 015",39.7642492477175
"Croatia","humidity","day 016",39.445313354009
"Croatia","humidity","day 017",39.1549433669781
"Croatia","humidity","day 018",38.8797359571063
"Croatia","humidity","day 019",38.6080679352076
"Croatia","humidity","day 020",38.3438103840591
"Croatia","humidity","day 021",38.0943559461678
"Croatia","humidity","day 022",37.8656892309982
"Croatia","humidity","day 023",37.6580512391468
"Croatia","humidity","day 024",37.4378828883411
"Croatia","humidity","day 025",37.1172987739466
"Croatia","humidity","day 026",36.6259692151329
"Croatia","humidity","day 027",36.0127221480402
"Croatia","humidity","day 028",35.3601445753534
"Croatia","humidity","day 029",34.7667021489645
"Croatia","humidity","day 030",34.3070935105002
"Croatia","humidity","day 031",33.9450706113168
"Croatia","humidity","day 032",33.6274679305301
"Croatia","humidity","day 033",33.3443967485656
"Croatia","humidity","day 034",33.0983663531027
"Croatia","humidity","day 035",32.8982012595263
"Croatia","humidity","day 036",32.7493060510043
"Croatia","humidity","day 037",32.6370903541315
"Croatia","humidity","day 038",32.5421194195068
"Croatia","humidity","day 039",32.4455759503197
"Croatia","humidity","day 040",32.3322946837861
"Croatia","humidity","day 041",32.2011010406389
"Croatia","humidity","day 042",32.0549834807942
"Croatia","humidity","day 043",31.8995919373822
"Croatia","humidity","day 044",31.7373149211093
"Croatia","humidity","day 045",31.5586430253399
"Croatia","humidity","day 046",31.365377034984
"Croatia","humidity","day 047",31.160758672833
"Croatia","humidity","day 048",30.9385564309304
"Croatia","humidity","day 049",30.6920134629758
"Croatia","humidity","day 050",30.4217448000402
"Croatia","humidity","day 051",30.1306035194656
"Croatia","humidity","day 052",29.8230230063046
"Croatia","humidity","day 053",29.5039764756987
"Croatia","humidity","day 054",29.1790161554349
"Croatia","humidity","day 055",28.8535827260808
"Croatia","humidity","day 056",28.5320916666837
"Croatia","humidity","day 057",28.2162282418648
"Croatia","humidity","day 058",27.8977820600621
"Croatia","humidity","day 059",27.568039065636
"Croatia","humidity","day 060",27.2261662028174
"Croatia","humidity","day 061",26.8737872744518
"Croatia","humidity","day 062",26.5144725179728
"Croatia","humidity","day 063",26.152502187366
"Croatia","humidity","day 064",25.7930501682373
"Croatia","humidity","day 065",25.4374275525715
"Croatia","humidity","day 066",25.0751377542188
"Croatia","humidity","day 067",24.7097464973804
"Croatia","humidity","day 068",24.3471350792228
"Croatia","humidity","day 069",23.9842985768954
"Croatia","humidity","day 070",23.6179085974786
"Croatia","humidity","day 071",23.2522290877933
"Croatia","humidity","day 072",22.8916472862525
"Croatia","humidity","day 073",22.5334512578974
"Croatia","humidity","day 074",22.1750307331266
"Croatia","humidity","day 075",21.8212812771422
"Croatia","humidity","day 076",21.4793201065161
"Croatia","humidity","day 077",21.1576452084967
"Croatia","humidity","day 078",20.8646677316882
"Croatia","humidity","day 079",20.6070706994407
"Croatia","humidity","day 080",20.3890616070638
"Croatia","humidity","day 081",20.2066739629585
"Croatia","humidity","day 082",20.055826711244
"Croatia","humidity","day 083",19.9401545258196
"Croatia","humidity","day 084",19.8627019976113
"Croatia","humidity","day 085",19.816437655871
"Croatia","humidity","day 086",19.8005996259106
"Croatia","humidity","day 087",19.8341176401427
"Croatia","humidity","day 088",19.8828586872055
"Croatia","humidity","day 089",19.8793108022522
"Croatia","humidity","day 090",19.6842975617491
"Croatia","humidity","day 091",19.1716483352947
"Croatia","humidity","day 092",18.3388801237009
"Croatia","humidity","day 093",17.2503820763013
"Croatia","humidity","day 094",16.1143443052999
"Croatia","humidity","day 095",15.154574579185
"Croatia","humidity","day 096",14.5135503287099
"Croatia","humidity","day 097",14.3636700327625
"Croatia","humidity","day 098",15.0783467005031
"Croatia","humidity","day 099",16.8639471989449
"Croatia","humidity","day 100",19.0576392962413
"Croatia","humidity","day 101",20.9096223819769
"Croatia","humidity","day 102",22.1914214303223
"Croatia","humidity","day 103",22.8466191423019
"Croatia","humidity","day 104",22.9857035417694
"Croatia","humidity","day 105",22.747911435125
"Croatia","humidity","day 106",22.2205694361239
"Croatia","humidity","day 107",21.4796487756061
"Croatia","humidity","day 108",20.6091119555581
"Croatia","humidity","day 109",19.7005540838605
"Croatia","humidity","day 110",18.8512513556022
"Croatia","humidity","day 111",18.1751938740553
"Croatia","humidity","day 112",17.7680769089143
"Croatia","humidity","day 113",17.6357024873814
"Croatia","humidity","day 114",17.7565642586537
"Croatia","humidity","day 115",18.0898156024019
"Croatia","humidity","day 116",18.5869404757726
"Croatia","humidity","day 117",19.1880854153436
"Croatia","humidity","day 118",19.832387337934
"Croatia","humidity","day 119",20.4662821018971
"Croatia","humidity","day 120",21.0391043742758
"Croatia","humidity","day 121",21.5044851153361
"Croatia","humidity","day 122",21.8159216571906
"Croatia","humidity","day 123",21.9220805261151
"Croatia","humidity","day 124",21.7853732222701
"Croatia","humidity","day 125",21.4280219471912
"Croatia","humidity","day 126",20.891635968289
"Croatia","humidity","day 127",20.235562115098
"Croatia","humidity","day 128",19.5120157635501
"Croatia","humidity","day 129",18.729249144429
"Croatia","humidity","day 130",17.8931495699358
"Croatia","humidity","day 131",17.0128403550607
"Croatia","humidity","day 132",16.1011879004018
"Croatia","humidity","day 133",15.1681418803348
"Croatia","humidity","day 134",14.2082419787395
"Croatia","humidity","day 135",13.2176103477983
"Croatia","humidity","day 136",12.214109003399
"Croatia","humidity","day 137",11.2212204919156
"Croatia","humidity","day 138",10.2631696179589
"Croatia","humidity","day 139",9.36220223836252
"Croatia","humidity","day 140",8.53190616061246
"Croatia","humidity","day 141",7.7822978845625
"Croatia","humidity","day 142",7.11776672888362
"Croatia","humidity","day 143",6.53899594903297
"Croatia","humidity","day 144",6.03747172879473
"Croatia","humidity","day 145",5.60052182433979
"Croatia","humidity","day 146",5.20803735305915
"Croatia","humidity","day 147",4.8442565460556
"Croatia","humidity","day 148",4.51824272805911
"Croatia","humidity","day 149",4.23814971059983
"Croatia","humidity","day 150",3.98366815878128
"CzechRep","Tomatoes","day 001",66.9525806350273
"CzechRep","Tomatoes","day 002",64.7726347611919
"CzechRep","Tomatoes","day 003",62.8716037978191
"CzechRep","Tomatoes","day 004",61.5974047172008
"CzechRep","Tomatoes","day 005",61.2340185963495
"CzechRep","Tomatoes","day 006",61.7185190938001
"CzechRep","Tomatoes","day 007",62.7811386718608
"CzechRep","Tomatoes","day 008",63.6716524264088
"CzechRep","Tomatoes","day 009",63.6699201124624
"CzechRep","Tomatoes","day 010",62.6565974880345
"CzechRep","Tomatoes","day 011",60.767620719645
"CzechRep","Tomatoes","day 012",58.5592516048478
"CzechRep","Tomatoes","day 013",56.5905394587802
"CzechRep","Tomatoes","day 014",55.0113580358799
"CzechRep","Tomatoes","day 015",53.8498558466159
"CzechRep","Tomatoes","day 016",53.0564559862827
"CzechRep","Tomatoes","day 017",52.5519926751226
"CzechRep","Tomatoes","day 018",52.2166700483436
"CzechRep","Tomatoes","day 019",51.9521785769636
"CzechRep","Tomatoes","day 020",51.7867841602758
"CzechRep","Tomatoes","day 021",51.7551121708897
"CzechRep","Tomatoes","day 022",51.7906504464058
"CzechRep","Tomatoes","day 023",51.8089315542298
"CzechRep","Tomatoes","day 024",51.7761135227078
"CzechRep","Tomatoes","day 025",51.7509195205857
"CzechRep","Tomatoes","day 026",51.8267901386279
"CzechRep","Tomatoes","day 027",52.1507996288311
"CzechRep","Tomatoes","day 028",52.8437716995159
"CzechRep","Tomatoes","day 029",53.8678942230653
"CzechRep","Tomatoes","day 030",55.1074175438151
"CzechRep","Tomatoes","day 031",56.2934777298511
"CzechRep","Tomatoes","day 032",57.1573339691232
"CzechRep","Tomatoes","day 033",57.5838522052889
"CzechRep","Tomatoes","day 034",57.5590907287645
"CzechRep","Tomatoes","day 035",57.3202704612923
"CzechRep","Tomatoes","day 036",57.1450822299686
"CzechRep","Tomatoes","day 037",57.2219338519784
"CzechRep","Tomatoes","day 038",57.7158923580444
"CzechRep","Tomatoes","day 039",58.7879446429487
"CzechRep","Tomatoes","day 040",60.4721397068928
"CzechRep","Tomatoes","day 041",62.2988551076944
"CzechRep","Tomatoes","day 042",63.750979670518
"CzechRep","Tomatoes","day 043",64.6251187322978
"CzechRep","Tomatoes","day 044",64.8710734603937
"CzechRep","Tomatoes","day 045",64.702397235142
"CzechRep","Tomatoes","day 046",64.2661517515283
"CzechRep","Tomatoes","day 047",63.6871464389674
"CzechRep","Tomatoes","day 048",63.1424400524258
"CzechRep","Tomatoes","day 049",62.7813045735522
"CzechRep","Tomatoes","day 050",62.5896155651744
"CzechRep","Tomatoes","day 051",62.5116949003913
"CzechRep","Tomatoes","day 052",62.4890461122078
"CzechRep","Tomatoes","day 053",62.4718116975239
"CzechRep","Tomatoes","day 054",62.4475083489144
"CzechRep","Tomatoes","day 055",62.4189961203833
"CzechRep","Tomatoes","day 056",62.4131343159769
"CzechRep","Tomatoes","day 057",62.4598315784627
"CzechRep","Tomatoes","day 058",62.5771946554498
"CzechRep","Tomatoes","day 059",62.7749031873608
"CzechRep","Tomatoes","day 060",63.0407302810304
"CzechRep","Tomatoes","day 061",63.3866025639682
"CzechRep","Tomatoes","day 062",63.942967279972
"CzechRep","Tomatoes","day 063",64.7741987867297
"CzechRep","Tomatoes","day 064",65.5618592812024
"CzechRep","Tomatoes","day 065",65.9723567783499
"CzechRep","Tomatoes","day 066",65.9982219311366
"CzechRep","Tomatoes","day 067",65.7282430718379
"CzechRep","Tomatoes","day 068",65.2358530830921
"CzechRep","Tomatoes","day 069",64.517354227856
"CzechRep","Tomatoes","day 070",63.5718448368916
"CzechRep","Tomatoes","day 071",62.4867381318631
"CzechRep","Tomatoes","day 072",61.3762643892826
"CzechRep","Tomatoes","day 073",60.3736072141524
"CzechRep","Tomatoes","day 074",59.5974721689211
"CzechRep","Tomatoes","day 075",59.0896993173328
"CzechRep","Tomatoes","day 076",58.8593382480954
"CzechRep","Tomatoes","day 077",58.8611421484764
"CzechRep","Tomatoes","day 078",59.0236625416508
"CzechRep","Tomatoes","day 079",59.2249406958622
"CzechRep","Tomatoes","day 080",59.3516719707063
"CzechRep","Tomatoes","day 081",59.3756783461164
"CzechRep","Tomatoes","day 082",59.2723175067575
"CzechRep","Tomatoes","day 083",58.9459633358845
"CzechRep","Tomatoes","day 084",58.3079795321718
"CzechRep","Tomatoes","day 085",57.3686728573843
"CzechRep","Tomatoes","day 086",56.1688976064269
"CzechRep","Tomatoes","day 087",54.769512462015
"CzechRep","Tomatoes","day 088",53.2242171475891
"CzechRep","Tomatoes","day 089",51.6117863528092
"CzechRep","Tomatoes","day 090",50.1242653588554
"CzechRep","Tomatoes","day 091",48.9897110039475
"CzechRep","Tomatoes","day 092",48.4669557629428
"CzechRep","Tomatoes","day 093",48.7397117484493
"CzechRep","Tomatoes","day 094",49.6604339874403
"CzechRep","Tomatoes","day 095",51.0159692941059
"CzechRep","Tomatoes","day 096",52.6619887171372
"CzechRep","Tomatoes","day 097",54.4729767957977
"CzechRep","Tomatoes","day 098",56.32984779714
"CzechRep","Tomatoes","day 099",58.1109423046363
"CzechRep","Tomatoes","day 100",59.6778764396495
"CzechRep","Tomatoes","day 101",60.9100391432729
"CzechRep","Tomatoes","day 102",61.7746350976284
"CzechRep","Tomatoes","day 103",62.283349708912
"CzechRep","Tomatoes","day 104",62.5379755385847
"CzechRep","Tomatoes","day 105",62.6503908240278
"CzechRep","Tomatoes","day 106",62.6827093510367
"CzechRep","Tomatoes","day 107",62.697400387716
"CzechRep","Tomatoes","day 108",62.7950943951338
"CzechRep","Tomatoes","day 109",63.0371176781256
"CzechRep","Tomatoes","day 110",63.4485672249536
"CzechRep","Tomatoes","day 111",63.9617235090244
"CzechRep","Tomatoes","day 112",64.483289090601
"CzechRep","Tomatoes","day 113",64.9104713922262
"CzechRep","Tomatoes","day 114",65.1481149152259
"CzechRep","Tomatoes","day 115",65.1411076137786
"CzechRep","Tomatoes","day 116",64.8760010221788
"CzechRep","Tomatoes","day 117",64.4659575423319
"CzechRep","Tomatoes","day 118",64.0581438025836
"CzechRep","Tomatoes","day 119",63.8091324694267
"CzechRep","Tomatoes","day 120",63.8404592007834
"CzechRep","Tomatoes","day 121",64.1241055821456
"CzechRep","Tomatoes","day 122",64.5883269253105
"CzechRep","Tomatoes","day 123",65.1360275197266
"CzechRep","Tomatoes","day 124",65.6801345201896
"CzechRep","Tomatoes","day 125",66.1990175652323
"CzechRep","Tomatoes","day 126",66.6820766866371
"CzechRep","Tomatoes","day 127",67.0973910054476
"CzechRep","Tomatoes","day 128",67.4194053052761
"CzechRep","Tomatoes","day 129",67.6461733253976
"CzechRep","Tomatoes","day 130",67.6947462739448
"CzechRep","Tomatoes","day 131",67.495001508578
"CzechRep","Tomatoes","day 132",67.1208194064626
"CzechRep","Tomatoes","day 133",66.6630192156111
"CzechRep","Tomatoes","day 134",66.1361726479218
"CzechRep","Tomatoes","day 135",65.5323223822485
"CzechRep","Tomatoes","day 136",64.829642501383
"CzechRep","Tomatoes","day 137",64.0395166546027
"CzechRep","Tomatoes","day 138",63.3200353531875
"CzechRep","Tomatoes","day 139",62.857009549009
"CzechRep","Tomatoes","day 140",62.8004250942993
"CzechRep","Tomatoes","day 141",62.939887420726
"CzechRep","Tomatoes","day 142",61.6593053773354
"CzechRep","Tomatoes","day 143",57.7270294910496
"CzechRep","Tomatoes","day 144",52.8548735829152
"CzechRep","Tomatoes","day 145",49.1608376251829
"CzechRep","Tomatoes","day 146",47.4442029007966
"CzechRep","Tomatoes","day 147",47.9730160536872
"CzechRep","Tomatoes","day 148",50.2091038610448
"CzechRep","Tomatoes","day 149",53.4625040652377
"CzechRep","Tomatoes","day 150",57.24231813609
"CzechRep","Carrots","day 001",29.1951374055405
"CzechRep","Carrots","day 002",28.928912687545
"CzechRep","Carrots","day 003",28.8855809264221
"CzechRep","Carrots","day 004",29.2838391658566
"CzechRep","Carrots","day 005",30.2889149136694
"CzechRep","Carrots","day 006",31.8437199740852
"CzechRep","Carrots","day 007",33.7513297082123
"CzechRep","Carrots","day 008",35.4777894082908
"CzechRep","Carrots","day 009",36.506847496103
"CzechRep","Carrots","day 010",36.7300949804688
"CzechRep","Carrots","day 011",36.216168352662
"CzechRep","Carrots","day 012",35.3340434467339
"CzechRep","Carrots","day 013",34.4448778759137
"CzechRep","Carrots","day 014",33.5782170273638
"CzechRep","Carrots","day 015",32.7142809807835
"CzechRep","Carrots","day 016",31.9676008120866
"CzechRep","Carrots","day 017",31.4770949902341
"CzechRep","Carrots","day 018",31.3449205601628
"CzechRep","Carrots","day 019",31.632344139952
"CzechRep","Carrots","day 020",32.2738320642767
"CzechRep","Carrots","day 021",33.1740242925162
"CzechRep","Carrots","day 022",34.2450555662696
"CzechRep","Carrots","day 023",35.394753558786
"CzechRep","Carrots","day 024",36.5262871452018
"CzechRep","Carrots","day 025",37.61690146679
"CzechRep","Carrots","day 026",38.6697502741855
"CzechRep","Carrots","day 027",39.7113647254284
"CzechRep","Carrots","day 028",40.7584543909666
"CzechRep","Carrots","day 029",41.7650650834742
"CzechRep","Carrots","day 030",42.6454054059454
"CzechRep","Carrots","day 031",43.2169988804278
"CzechRep","Carrots","day 032",43.3008725391639
"CzechRep","Carrots","day 033",42.828752536122
"CzechRep","Carrots","day 034",41.8106428798395
"CzechRep","Carrots","day 035",40.4589598754022
"CzechRep","Carrots","day 036",39.0354179726089
"CzechRep","Carrots","day 037",37.7965119035618
"CzechRep","Carrots","day 038",36.980138391304
"CzechRep","Carrots","day 039",36.7550218403405
"CzechRep","Carrots","day 040",37.1802519341204
"CzechRep","Carrots","day 041",37.9455517904094
"CzechRep","Carrots","day 042",38.6971739967536
"CzechRep","Carrots","day 043",39.2768555855059
"CzechRep","Carrots","day 044",39.622579526996
"CzechRep","Carrots","day 045",39.8455827078232
"CzechRep","Carrots","day 046",40.0394952780322
"CzechRep","Carrots","day 047",40.2868170676122
"CzechRep","Carrots","day 048",40.6905081896602
"CzechRep","Carrots","day 049",41.3256713977602
"CzechRep","Carrots","day 050",42.1355197243374
"CzechRep","Carrots","day 051",43.0365526898627
"CzechRep","Carrots","day 052",43.9703054881496
"CzechRep","Carrots","day 053",44.8884509529163
"CzechRep","Carrots","day 054",45.7581768041585
"CzechRep","Carrots","day 055",46.5516790393937
"CzechRep","Carrots","day 056",47.2456718799484
"CzechRep","Carrots","day 057",47.8097895983721
"CzechRep","Carrots","day 058",48.1808284482981
"CzechRep","Carrots","day 059",48.2874405874695
"CzechRep","Carrots","day 060",48.0585398089857
"CzechRep","Carrots","day 061",47.440136296646
"CzechRep","Carrots","day 062",46.4463641616941
"CzechRep","Carrots","day 063",45.1582317462179
"CzechRep","Carrots","day 064",43.8561203882369
"CzechRep","Carrots","day 065",42.8138557284493
"CzechRep","Carrots","day 066",42.0783101845441
"CzechRep","Carrots","day 067",41.6345274767374
"CzechRep","Carrots","day 068",41.4547559873789
"CzechRep","Carrots","day 069",41.4654924985218
"CzechRep","Carrots","day 070",41.5963149060891
"CzechRep","Carrots","day 071",41.8348771617803
"CzechRep","Carrots","day 072",42.1928919906674
"CzechRep","Carrots","day 073",42.720231155537
"CzechRep","Carrots","day 074",43.4622685849053
"CzechRep","Carrots","day 075",44.4082278324923
"CzechRep","Carrots","day 076",45.5226309030656
"CzechRep","Carrots","day 077",46.7273439803783
"CzechRep","Carrots","day 078",47.9281659026694
"CzechRep","Carrots","day 079",49.009281947137
"CzechRep","Carrots","day 080",49.8902875012807
"CzechRep","Carrots","day 081",50.6540319548471
"CzechRep","Carrots","day 082",51.4033251244944
"CzechRep","Carrots","day 083",52.1575645322781
"CzechRep","Carrots","day 084",52.9207020788268
"CzechRep","Carrots","day 085",53.7183194736627
"CzechRep","Carrots","day 086",54.576797815779
"CzechRep","Carrots","day 087",55.5132846776149
"CzechRep","Carrots","day 088",56.5771144666772
"CzechRep","Carrots","day 089",57.8307986885903
"CzechRep","Carrots","day 090",59.3527623436298
"CzechRep","Carrots","day 091",61.136067772308
"CzechRep","Carrots","day 092",62.8164131814322
"CzechRep","Carrots","day 093",63.9762175035222
"CzechRep","Carrots","day 094",64.3421467076513
"CzechRep","Carrots","day 095",63.7187815117694
"CzechRep","Carrots","day 096",62.0781145927767
"CzechRep","Carrots","day 097",59.557385513931
"CzechRep","Carrots","day 098",56.7874094249685
"CzechRep","Carrots","day 099",54.3849174814377
"CzechRep","Carrots","day 100",52.4167292756571
"CzechRep","Carrots","day 101",50.8290478514965
"CzechRep","Carrots","day 102",49.6355216222602
"CzechRep","Carrots","day 103",48.8534123874421
"CzechRep","Carrots","day 104",48.4469901218611
"CzechRep","Carrots","day 105",48.3646280057988
"CzechRep","Carrots","day 106",48.5441038660622
"CzechRep","Carrots","day 107",48.9308181733653
"CzechRep","Carrots","day 108",49.5091001938604
"CzechRep","Carrots","day 109",50.264922141323
"CzechRep","Carrots","day 110",51.1751527856936
"CzechRep","Carrots","day 111",52.1888756562241
"CzechRep","Carrots","day 112",53.2427586783948
"CzechRep","Carrots","day 113",54.251592603287
"CzechRep","Carrots","day 114",55.1339344390107
"CzechRep","Carrots","day 115",55.8452833961863
"CzechRep","Carrots","day 116",56.3687052223853
"CzechRep","Carrots","day 117",56.7605896104724
"CzechRep","Carrots","day 118",57.1021668730481
"CzechRep","Carrots","day 119",57.5007058563616
"CzechRep","Carrots","day 120",58.0434399376367
"CzechRep","Carrots","day 121",58.7114220843463
"CzechRep","Carrots","day 122",59.4634133053969
"CzechRep","Carrots","day 123",60.2751871851797
"CzechRep","Carrots","day 124",61.1307963856394
"CzechRep","Carrots","day 125",62.0303973034501
"CzechRep","Carrots","day 126",62.9798406957538
"CzechRep","Carrots","day 127",63.991651026835
"CzechRep","Carrots","day 128",65.0838972978556
"CzechRep","Carrots","day 129",66.2708729763904
"CzechRep","Carrots","day 130",67.4936277442825
"CzechRep","Carrots","day 131",68.699950803384
"CzechRep","Carrots","day 132",69.9417093314083
"CzechRep","Carrots","day 133",71.2811839069794
"CzechRep","Carrots","day 134",72.7182307365029
"CzechRep","Carrots","day 135",74.2146259034516
"CzechRep","Carrots","day 136",75.6422493717836
"CzechRep","Carrots","day 137",76.8719001578843
"CzechRep","Carrots","day 138",77.8599496073625
"CzechRep","Carrots","day 139",78.5670719879219
"CzechRep","Carrots","day 140",78.8855809264221
"CzechRep","Carrots","day 141",78.729266030545
"CzechRep","Carrots","day 142",78.1661814721066
"CzechRep","Carrots","day 143",77.3048576256292
"CzechRep","Carrots","day 144",76.261465112325
"CzechRep","Carrots","day 145",75.1529821049483
"CzechRep","Carrots","day 146",74.0919767357303
"CzechRep","Carrots","day 147",73.1660255153057
"CzechRep","Carrots","day 148",72.3671485084475
"CzechRep","Carrots","day 149",71.6645436151179
"CzechRep","Carrots","day 150",71.0316765218978
"CzechRep","Potatoes","day 001",30.0681863972147
"CzechRep","Potatoes","day 002",29.7705403906433
"CzechRep","Potatoes","day 003",29.6887743388971
"CzechRep","Potatoes","day 004",30.034640722573
"CzechRep","Potatoes","day 005",30.9673574878533
"CzechRep","Potatoes","day 006",32.4277180313849
"CzechRep","Potatoes","day 007",34.2208620537911
"CzechRep","Potatoes","day 008",35.8277390211356
"CzechRep","Potatoes","day 009",36.7484601189968
"CzechRep","Potatoes","day 010",36.8839736455709
"CzechRep","Potatoes","day 011",36.3090337751664
"CzechRep","Potatoes","day 012",35.3927810739207
"CzechRep","Potatoes","day 013",34.4959123613034
"CzechRep","Potatoes","day 014",33.650963078281
"CzechRep","Potatoes","day 015",32.8427807240599
"CzechRep","Potatoes","day 016",32.1936224093087
"CzechRep","Potatoes","day 017",31.8477405399378
"CzechRep","Potatoes","day 018",31.8999590913627
"CzechRep","Potatoes","day 019",32.3976862669847
"CzechRep","Potatoes","day 020",33.2480956126436
"CzechRep","Potatoes","day 021",34.3317404344566
"CzechRep","Potatoes","day 022",35.5629277372126
"CzechRep","Potatoes","day 023",36.854978139371
"CzechRep","Potatoes","day 024",38.1027742586459
"CzechRep","Potatoes","day 025",39.268818874731
"CzechRep","Potatoes","day 026",40.3426312185475
"CzechRep","Potatoes","day 027",41.3447513529468
"CzechRep","Potatoes","day 028",42.2900672414487
"CzechRep","Potatoes","day 029",43.1398376183161
"CzechRep","Potatoes","day 030",43.8177425385757
"CzechRep","Potatoes","day 031",44.150776569566
"CzechRep","Potatoes","day 032",43.9690679651802
"CzechRep","Potatoes","day 033",43.2119652132167
"CzechRep","Potatoes","day 034",41.8953056716008
"CzechRep","Potatoes","day 035",40.2316619448596
"CzechRep","Potatoes","day 036",38.4815170025425
"CzechRep","Potatoes","day 037",36.9002600276889
"CzechRep","Potatoes","day 038",35.72501369698
"CzechRep","Potatoes","day 039",35.1249284481773
"CzechRep","Potatoes","day 040",35.1614347611593
"CzechRep","Potatoes","day 041",35.5330555231925
"CzechRep","Potatoes","day 042",35.8956039279368
"CzechRep","Potatoes","day 043",36.0969619872378
"CzechRep","Potatoes","day 044",36.0795736189037
"CzechRep","Potatoes","day 045",35.9561021297013
"CzechRep","Potatoes","day 046",35.8219178609935
"CzechRep","Potatoes","day 047",35.7614567605835
"CzechRep","Potatoes","day 048",35.879254868855
"CzechRep","Potatoes","day 049",36.2524774682349
"CzechRep","Potatoes","day 050",36.8287067167431
"CzechRep","Potatoes","day 051",37.5292781700224
"CzechRep","Potatoes","day 052",38.3001240986166
"CzechRep","Potatoes","day 053",39.0971379196518
"CzechRep","Potatoes","day 054",39.8914609216854
"CzechRep","Potatoes","day 055",40.659152296981
"CzechRep","Potatoes","day 056",41.3806949811966
"CzechRep","Potatoes","day 057",42.0296262520841
"CzechRep","Potatoes","day 058",42.5472770123762
"CzechRep","Potatoes","day 059",42.8669372994083
"CzechRep","Potatoes","day 060",42.9219400639475
"CzechRep","Potatoes","day 061",42.662554965755
"CzechRep","Potatoes","day 062",42.1067555871386
"CzechRep","Potatoes","day 063",41.3375515046841
"CzechRep","Potatoes","day 064",40.6303923495428
"CzechRep","Potatoes","day 065",40.2607403833632
"CzechRep","Potatoes","day 066",40.2927207348062
"CzechRep","Potatoes","day 067",40.666570747747
"CzechRep","Potatoes","day 068",41.2675278462558
"CzechRep","Potatoes","day 069",41.8366201768242
"CzechRep","Potatoes","day 070",42.152716242293
"CzechRep","Potatoes","day 071",42.2902552484786
"CzechRep","Potatoes","day 072",42.3962345591225
"CzechRep","Potatoes","day 073",42.6123134666923
"CzechRep","Potatoes","day 074",43.0585871244067
"CzechRep","Potatoes","day 075",43.7742321997625
"CzechRep","Potatoes","day 076",44.7569091840741
"CzechRep","Potatoes","day 077",45.9191323496472
"CzechRep","Potatoes","day 078",47.1491753698783
"CzechRep","Potatoes","day 079",48.3234957415393
"CzechRep","Potatoes","day 080",49.3550629180021
"CzechRep","Potatoes","day 081",50.3147103556656
"CzechRep","Potatoes","day 082",51.2924225633223
"CzechRep","Potatoes","day 083",52.296924256313
"CzechRep","Potatoes","day 084",53.3210977650933
"CzechRep","Potatoes","day 085",54.3757156740316
"CzechRep","Potatoes","day 086",55.4715745097399
"CzechRep","Potatoes","day 087",56.6105724205497
"CzechRep","Potatoes","day 088",57.8257433601863
"CzechRep","Potatoes","day 089",59.1308301698869
"CzechRep","Potatoes","day 090",60.4268268143071
"CzechRep","Potatoes","day 091",61.5729858599037
"CzechRep","Potatoes","day 092",62.3743431569187
"CzechRep","Potatoes","day 093",62.6649723705457
"CzechRep","Potatoes","day 094",62.4493151419989
"CzechRep","Potatoes","day 095",61.7886253030527
"CzechRep","Potatoes","day 096",60.8010374717006
"CzechRep","Potatoes","day 097",59.6170435900039
"CzechRep","Potatoes","day 098",58.3596841100733
"CzechRep","Potatoes","day 099",57.1427521232135
"CzechRep","Potatoes","day 100",56.0505027674546
"CzechRep","Potatoes","day 101",55.1491521333861
"CzechRep","Potatoes","day 102",54.4622980751091
"CzechRep","Potatoes","day 103",53.9971965378114
"CzechRep","Potatoes","day 104",53.7383540675133
"CzechRep","Potatoes","day 105",53.6599801948308
"CzechRep","Potatoes","day 106",53.7178457879277
"CzechRep","Potatoes","day 107",53.8739039817588
"CzechRep","Potatoes","day 108",54.1309035297333
"CzechRep","Potatoes","day 109",54.49289667302
"CzechRep","Potatoes","day 110",54.9546636407066
"CzechRep","Potatoes","day 111",55.4833850582
"CzechRep","Potatoes","day 112",56.0346630369773
"CzechRep","Potatoes","day 113",56.5453852364773
"CzechRep","Potatoes","day 114",56.9614247854175
"CzechRep","Potatoes","day 115",57.2833111416674
